customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment
3500,12,15,3024.8,4,5,4,Loyal Customers
3501,2,9,2298.06,5,2,2,Potential Loyalists
3502,4,8,1666.43,5,2,1,Potential Loyalists
3503,6,9,2742.05,4,2,3,Potential Loyalists
3504,16,16,3889.2,3,5,5,Loyal Customers
3505,8,14,2835.83,4,5,4,Loyal Customers
3506,10,8,1819.95,4,2,2,Potential Loyalists
3507,27,7,1522.15,3,1,1,About to Sleep
3508,40,10,2673.95,2,3,3,At Risk
3509,2,10,2298.14,5,3,2,Potential Loyalists
3510,11,9,2301.2200000000003,4,2,2,Potential Loyalists
3511,27,6,1786.58,3,1,1,About to Sleep
3512,36,10,2775.84,2,3,4,At Risk
3513,30,14,3657.98,2,5,5,Cannot Lose Them
3514,40,8,1691.46,2,2,1,Hibernating
3515,23,5,1054.42,3,1,1,About to Sleep
3516,29,9,2306.95,3,2,3,About to Sleep
3517,1,10,2036.02,5,3,2,Potential Loyalists
3518,37,8,2332.46,2,2,3,Hibernating
3519,105,12,2163.86,1,4,2,At Risk
3520,10,17,4294.98,4,5,5,Loyal Customers
3521,1,10,3328.74,5,3,4,Potential Loyalists
3522,21,14,3264.02,3,5,4,Loyal Customers
3523,2,9,2221.28,5,2,2,Potential Loyalists
3524,106,9,2053.35,1,2,2,Hibernating
3525,79,8,2037.58,1,2,2,Hibernating
3526,2,8,2257.55,5,2,2,Potential Loyalists
3527,6,15,3637.12,4,5,5,Loyal Customers
3528,60,10,3163.48,2,3,4,At Risk
3529,48,4,1572.63,2,1,1,Hibernating
3530,3,10,2772.9700000000003,5,3,4,Potential Loyalists
3531,62,12,3171.13,1,4,4,At Risk
3532,22,10,3783.5,3,3,5,Need Attention
3533,3,13,3435.16,5,5,5,Champions
3534,77,11,2991.64,1,4,4,At Risk
3535,1,7,1992.7,5,1,2,New Customers
3536,60,10,2089.98,2,3,2,At Risk
3537,75,9,2195.38,1,2,2,Hibernating
3538,56,7,1865.0700000000002,2,1,2,Hibernating
3539,15,9,1505.77,3,2,1,About to Sleep
3540,12,14,3259.62,4,5,4,Loyal Customers
3541,14,9,2126.88,4,2,2,Potential Loyalists
3542,1,15,4477.7,5,5,5,Champions
3543,86,10,1641.98,1,3,1,At Risk
3544,139,11,2879.94,1,4,4,At Risk
3545,44,7,1737.5700000000002,2,1,1,Hibernating
3546,9,10,3812.83,4,3,5,Potential Loyalists
3547,14,7,1603.8,4,1,1,Promising
3548,2,7,1597.81,5,1,1,New Customers
3549,9,10,2526.83,4,3,3,Potential Loyalists
3550,67,9,3168.1,1,2,4,Hibernating
3551,5,12,3264.5299999999997,5,4,4,Champions
3552,4,8,1963.77,5,2,2,Potential Loyalists
3553,11,9,2219.44,4,2,2,Potential Loyalists
3554,14,12,3485.25,4,4,5,Loyal Customers
3555,8,13,3388.07,4,5,5,Loyal Customers
3556,23,11,3454.81,3,4,5,Loyal Customers
3557,8,10,2721.58,4,3,3,Potential Loyalists
3558,152,6,1407.29,1,1,1,Hibernating
3559,9,10,2652.83,4,3,3,Potential Loyalists
3560,7,7,1602.67,4,1,1,Promising
3561,105,10,2735.35,1,3,3,At Risk
3562,33,10,2378.94,2,3,3,At Risk
3563,6,11,2382.72,4,4,3,Loyal Customers
3564,14,12,2712.49,4,4,3,Loyal Customers
3565,11,10,2258.19,4,3,2,Potential Loyalists
3566,92,8,2615.46,1,2,3,Hibernating
3567,6,11,2519.7200000000003,4,4,3,Loyal Customers
3568,1,18,3948.63,5,5,5,Champions
3569,41,4,1414.1,2,1,1,Hibernating
3570,70,7,1395.8400000000001,1,1,1,Hibernating
3571,58,8,2249.97,2,2,2,Hibernating
3572,15,15,3459.53,3,5,5,Loyal Customers
3573,58,6,1782.3899999999999,2,1,1,Hibernating
3574,58,9,2266.81,2,2,2,Hibernating
3575,1,13,2667.73,5,5,3,Champions
3576,11,13,3567.98,4,5,5,Loyal Customers
3577,110,8,2496.2400000000002,1,2,3,Hibernating
3578,5,8,1888.7,5,2,2,Potential Loyalists
3579,31,7,1931.23,2,1,2,Hibernating
3580,300,8,1926.1,1,2,2,Hibernating
3581,25,11,3106.61,3,4,4,Loyal Customers
3582,1,7,1383.99,5,1,1,New Customers
3583,2,11,2939.88,5,4,4,Champions
3584,15,9,2864.42,3,2,4,About to Sleep
3585,60,7,2473.75,2,1,3,Hibernating
3586,2,10,2466.94,5,3,3,Potential Loyalists
3587,11,7,2202.99,4,1,2,Promising
3588,17,10,2905.0699999999997,3,3,4,Need Attention
3589,41,12,3277.85,2,4,4,At Risk
3590,7,11,2865.2400000000002,4,4,4,Loyal Customers
3591,1,9,2505.7,5,2,3,Potential Loyalists
3592,2,12,2613.53,5,4,3,Champions
3593,4,16,3410.48,5,5,5,Champions
3594,32,8,2429.76,2,2,3,Hibernating
3595,5,10,3133.22,5,3,4,Potential Loyalists
3596,51,10,2515.34,2,3,3,At Risk
3597,37,8,1261.54,2,2,1,Hibernating
3598,1,17,4851.21,5,5,5,Champions
3599,1,11,2340.0299999999997,5,4,3,Champions
3600,3,13,3756.19,5,5,5,Champions
3601,124,12,2602.87,1,4,3,At Risk
3602,6,22,5436.97,4,5,5,Loyal Customers
3603,2,4,758.71,5,1,1,New Customers
3604,10,11,2298.15,4,4,2,Loyal Customers
3605,1,8,1702.4099999999999,5,2,1,Potential Loyalists
3606,9,8,1833.73,4,2,2,Potential Loyalists
3607,2,12,3754.09,5,4,5,Champions
3608,22,17,3369.61,3,5,5,Loyal Customers
3609,59,9,2192.89,2,2,2,Hibernating
3610,44,11,3804.64,2,4,5,At Risk
3611,34,14,3465.17,2,5,5,Cannot Lose Them
3612,3,14,2862.35,5,5,4,Champions
3613,5,5,1565.89,5,1,1,New Customers
3614,2,7,1512.16,5,1,1,New Customers
3615,9,12,2655.12,4,4,3,Loyal Customers
3616,12,13,2760.59,4,5,4,Loyal Customers
3617,264,4,1350.15,1,1,1,Hibernating
3618,9,13,3957.5299999999997,4,5,5,Loyal Customers
3619,11,15,4641.74,4,5,5,Loyal Customers
3620,11,8,1654.69,4,2,1,Potential Loyalists
3621,34,8,2135.29,2,2,2,Hibernating
3622,90,13,3725.76,1,5,5,Cannot Lose Them
3623,12,12,2408.5699999999997,4,4,3,Loyal Customers
3624,5,6,1254.32,5,1,1,New Customers
3625,1,8,1812.13,5,2,2,Potential Loyalists
3626,19,7,1877.3600000000001,3,1,2,About to Sleep
3627,142,8,1517.8600000000001,1,2,1,Hibernating
3628,1,14,4064.33,5,5,5,Champions
3629,15,17,4695.53,3,5,5,Loyal Customers
3630,28,10,3252.85,3,3,4,Need Attention
3631,6,9,2023.85,4,2,2,Potential Loyalists
3632,54,8,2186.94,2,2,2,Hibernating
3633,9,9,2008.42,4,2,2,Potential Loyalists
3634,17,9,3087.71,3,2,4,About to Sleep
3635,11,8,2066.52,4,2,2,Potential Loyalists
3636,57,12,2872.75,2,4,4,At Risk
3637,13,11,3045.33,4,4,4,Loyal Customers
3638,132,10,1725.42,1,3,1,At Risk
3639,42,9,1725.81,2,2,1,Hibernating
3640,1,11,2849.83,5,4,4,Champions
3641,76,5,306.57,1,1,1,Hibernating
3642,39,7,1549.15,2,1,1,Hibernating
3643,8,5,1719.83,4,1,1,Promising
3644,24,8,2651.9700000000003,3,2,3,About to Sleep
3645,14,12,3554.02,4,4,5,Loyal Customers
3646,7,13,3412.77,4,5,5,Loyal Customers
3647,14,21,5405.99,4,5,5,Loyal Customers
3648,55,14,3713.31,2,5,5,Cannot Lose Them
3649,140,6,1293.87,1,1,1,Hibernating
3650,45,7,2408.08,2,1,3,Hibernating
3651,1,12,1891.64,5,4,2,Champions
3652,32,11,3306.58,2,4,4,At Risk
3653,6,13,3210.58,4,5,4,Loyal Customers
3654,18,10,2886.75,3,3,4,Need Attention
3655,13,12,3390.05,4,4,5,Loyal Customers
3656,117,6,1030.01,1,1,1,Hibernating
3657,27,13,3620.36,3,5,5,Loyal Customers
3658,26,9,1990.12,3,2,2,About to Sleep
3659,85,7,1758.38,1,1,1,Hibernating
3660,31,17,4570.95,2,5,5,Cannot Lose Them
3661,84,8,2395.18,1,2,3,Hibernating
3662,12,7,1769.31,4,1,1,Promising
3663,4,10,2411.42,5,3,3,Potential Loyalists
3664,9,8,1936.96,4,2,2,Potential Loyalists
3665,24,17,4546.62,3,5,5,Loyal Customers
3666,9,7,2324.45,4,1,3,Promising
3667,41,20,5756.93,2,5,5,Cannot Lose Them
3668,1,14,3542.25,5,5,5,Champions
3669,25,10,3454.2,3,3,5,Need Attention
3670,6,9,2500.34,4,2,3,Potential Loyalists
3671,11,10,2167.85,4,3,2,Potential Loyalists
3672,16,9,1812.58,3,2,2,About to Sleep
3673,18,15,3075.76,3,5,4,Loyal Customers
3674,346,3,526.6400000000001,1,1,1,Hibernating
3675,40,11,3022.7,2,4,4,At Risk
3676,7,8,1904.46,4,2,2,Potential Loyalists
3677,1,18,4223.82,5,5,5,Champions
3678,9,7,1582.95,4,1,1,Promising
3679,6,10,2973.16,4,3,4,Potential Loyalists
3680,1,11,3447.09,5,4,5,Champions
3681,56,8,2051.38,2,2,2,Hibernating
3682,23,15,3847.96,3,5,5,Loyal Customers
3683,62,10,1986.77,1,3,2,At Risk
3684,27,5,1526.1,3,1,1,About to Sleep
3685,65,7,1528.1399999999999,1,1,1,Hibernating
3686,18,9,2085.55,3,2,2,About to Sleep
3687,311,11,2964.82,1,4,4,At Risk
3688,4,13,4347.11,5,5,5,Champions
3689,4,6,912.07,5,1,1,New Customers
3690,8,9,2300.17,4,2,2,Potential Loyalists
3691,14,13,3310.0,4,5,4,Loyal Customers
3692,18,15,4199.88,3,5,5,Loyal Customers
3693,110,6,1643.14,1,1,1,Hibernating
3694,21,5,1020.1400000000001,3,1,1,About to Sleep
3695,24,11,3198.38,3,4,4,Loyal Customers
3696,2,9,2895.18,5,2,4,Potential Loyalists
3697,53,12,2369.25,2,4,3,At Risk
3698,6,17,4608.88,4,5,5,Loyal Customers
3699,72,10,3031.52,1,3,4,At Risk
3700,14,12,2519.77,4,4,3,Loyal Customers
3701,4,11,2539.9700000000003,5,4,3,Champions
3702,24,10,2500.43,3,3,3,Need Attention
3703,32,11,3083.05,2,4,4,At Risk
3704,5,15,3989.0099999999998,5,5,5,Champions
3705,3,12,3184.1,5,4,4,Champions
3706,17,8,1664.55,3,2,1,About to Sleep
3707,217,5,849.34,1,1,1,Hibernating
3708,13,9,2737.62,4,2,3,Potential Loyalists
3709,1,15,4607.0199999999995,5,5,5,Champions
3710,20,8,1548.05,3,2,1,About to Sleep
3711,39,16,3853.38,2,5,5,Cannot Lose Them
3712,63,10,2408.15,1,3,3,At Risk
3713,72,7,1900.94,1,1,2,Hibernating
3714,50,10,2994.84,2,3,4,At Risk
3715,36,13,3185.16,2,5,4,Cannot Lose Them
3716,58,12,3826.0,2,4,5,At Risk
3717,16,7,1113.56,3,1,1,About to Sleep
3718,12,8,1757.4099999999999,4,2,1,Potential Loyalists
3719,3,8,1792.95,5,2,1,Potential Loyalists
3720,36,10,1952.44,2,3,2,At Risk
3721,107,9,2161.62,1,2,2,Hibernating
3722,74,9,2758.2799999999997,1,2,4,Hibernating
3723,127,6,1489.83,1,1,1,Hibernating
3724,3,8,2172.93,5,2,2,Potential Loyalists
3725,44,10,2660.69,2,3,3,At Risk
3726,3,11,2787.25,5,4,4,Champions
3727,6,13,3712.63,4,5,5,Loyal Customers
3728,85,11,3176.4300000000003,1,4,4,At Risk
3729,4,15,3269.4,5,5,4,Champions
3730,5,10,2603.7,5,3,3,Potential Loyalists
3731,22,8,2083.67,3,2,2,About to Sleep
3732,3,8,2129.55,5,2,2,Potential Loyalists
3733,3,16,3820.46,5,5,5,Champions
3734,1,12,2679.51,5,4,3,Champions
3735,95,10,2284.4,1,3,2,At Risk
3736,6,10,3524.98,4,3,5,Potential Loyalists
3737,31,8,2294.08,2,2,2,Hibernating
3738,5,16,3582.09,5,5,5,Champions
3739,1,13,3710.48,5,5,5,Champions
3740,21,14,3154.48,3,5,4,Loyal Customers
3741,33,9,1873.77,2,2,2,Hibernating
3742,9,17,4289.26,4,5,5,Loyal Customers
3743,97,10,1748.6,1,3,1,At Risk
3744,65,10,2892.47,1,3,4,At Risk
3745,11,14,3612.17,4,5,5,Loyal Customers
3746,5,11,3293.87,5,4,4,Champions
3747,6,10,2096.09,4,3,2,Potential Loyalists
3748,6,12,3779.85,4,4,5,Loyal Customers
3749,1,10,2439.53,5,3,3,Potential Loyalists
3750,25,10,2932.69,3,3,4,Need Attention
3751,30,9,1857.48,2,2,2,Hibernating
3752,9,11,2089.29,4,4,2,Loyal Customers
3753,40,10,2877.73,2,3,4,At Risk
3754,24,16,4442.72,3,5,5,Loyal Customers
3755,24,9,2905.16,3,2,4,About to Sleep
3756,19,12,3169.27,3,4,4,Loyal Customers
3757,108,7,1643.53,1,1,1,Hibernating
3758,43,13,3273.9900000000002,2,5,4,Cannot Lose Them
3759,80,3,917.21,1,1,1,Hibernating
3760,42,10,2613.94,2,3,3,At Risk
3761,43,9,2138.97,2,3,2,At Risk
3762,33,9,1916.6399999999999,2,3,2,At Risk
3763,2,16,3135.96,5,5,4,Champions
3764,83,4,778.47,1,1,1,Hibernating
3765,32,6,1554.59,2,1,1,Hibernating
3766,21,17,4896.74,3,5,5,Loyal Customers
3767,1,7,1762.4699999999998,5,1,1,New Customers
3768,1,14,3849.66,5,5,5,Champions
3769,80,8,1726.3899999999999,1,2,1,Hibernating
3770,33,9,2943.16,2,3,4,At Risk
3771,1,8,2709.65,5,2,3,Potential Loyalists
3772,23,7,1788.0,3,1,1,About to Sleep
3773,5,8,2030.35,5,2,2,Potential Loyalists
3774,20,11,2832.12,3,4,4,Loyal Customers
3775,11,10,2278.8199999999997,4,3,2,Potential Loyalists
3776,5,14,3688.0,5,5,5,Champions
3777,19,8,1744.93,3,2,1,About to Sleep
3778,46,17,4628.42,2,5,5,Cannot Lose Them
3779,29,14,3403.13,3,5,5,Loyal Customers
3780,10,10,2078.23,4,3,2,Potential Loyalists
3781,55,5,941.77,2,1,1,Hibernating
3782,209,9,2213.02,1,3,2,At Risk
3783,31,9,2513.35,2,3,3,At Risk
3784,95,9,2500.19,1,3,3,At Risk
3785,33,8,2108.85,2,2,2,Hibernating
3786,41,7,1824.75,2,1,2,Hibernating
3787,31,14,3044.24,2,5,4,Cannot Lose Them
3788,2,12,3816.35,5,4,5,Champions
3789,31,11,4399.26,2,4,5,At Risk
3790,13,9,2022.69,4,3,2,Potential Loyalists
3791,28,12,3168.17,3,4,4,Loyal Customers
3792,5,11,2784.28,5,4,4,Champions
3793,63,10,2882.51,1,3,4,At Risk
3794,204,3,765.21,1,1,1,Hibernating
3795,14,5,1300.31,4,1,1,Promising
3796,11,8,2227.59,4,2,2,Potential Loyalists
3797,2,10,2852.71,5,3,4,Potential Loyalists
3798,14,17,4737.72,4,5,5,Loyal Customers
3799,10,8,2127.12,4,2,2,Potential Loyalists
3800,21,12,3295.42,3,4,4,Loyal Customers
3801,47,9,2490.89,2,3,3,At Risk
3802,2,9,2419.62,5,3,3,Potential Loyalists
3803,35,5,984.1,2,1,1,Hibernating
3804,32,14,3882.51,2,5,5,Cannot Lose Them
3805,9,10,2079.8,4,3,2,Potential Loyalists
3806,21,10,2964.28,3,3,4,Need Attention
3807,56,9,2851.17,2,3,4,At Risk
3808,5,16,5619.15,5,5,5,Champions
3809,77,5,929.63,1,1,1,Hibernating
3810,56,8,1601.26,2,2,1,Hibernating
3811,75,6,1540.5,1,1,1,Hibernating
3812,14,12,2707.2000000000003,4,4,3,Loyal Customers
3813,2,13,3127.71,5,5,4,Champions
3814,3,9,2419.64,5,3,3,Potential Loyalists
3815,2,10,2318.66,5,3,3,Potential Loyalists
3816,46,12,2509.83,2,4,3,At Risk
3817,160,11,2341.14,1,4,3,At Risk
3818,150,16,3632.15,1,5,5,Cannot Lose Them
3819,47,12,3050.73,2,4,4,At Risk
3820,54,9,2324.38,2,3,3,At Risk
3821,19,16,4391.2300000000005,3,5,5,Loyal Customers
3822,71,13,2504.28,1,5,3,Cannot Lose Them
3823,22,4,1173.66,3,1,1,About to Sleep
3824,50,10,2746.97,2,3,3,At Risk
3825,70,13,3287.69,1,5,4,Cannot Lose Them
3826,7,11,3205.4700000000003,4,4,4,Loyal Customers
3827,72,8,2135.0299999999997,1,2,2,Hibernating
3828,61,13,4112.45,1,5,5,Cannot Lose Them
3829,23,12,4009.7799999999997,3,4,5,Loyal Customers
3830,3,7,1713.21,5,1,1,New Customers
3831,12,13,3067.8,4,5,4,Loyal Customers
3832,53,9,2348.11,2,3,3,At Risk
3833,22,9,2395.42,3,3,3,Need Attention
3834,1,8,2069.05,5,2,2,Potential Loyalists
3835,16,9,2479.66,3,3,3,Need Attention
3836,28,10,1957.2,3,3,2,Need Attention
3837,5,12,3757.23,5,4,5,Champions
3838,81,7,1090.32,1,1,1,Hibernating
3839,11,6,1046.34,4,1,1,Promising
3840,4,11,2717.93,5,4,3,Champions
3841,65,5,1676.79,1,1,1,Hibernating
3842,3,12,2686.77,5,4,3,Champions
3843,10,9,2520.92,4,3,3,Potential Loyalists
3844,86,6,1785.83,1,1,1,Hibernating
3845,157,4,640.71,1,1,1,Hibernating
3846,19,11,2100.93,3,4,2,Loyal Customers
3847,1,13,3344.45,5,5,4,Champions
3848,23,7,2366.92,3,1,3,About to Sleep
3849,12,8,1870.2,4,2,2,Potential Loyalists
3850,9,7,1580.59,4,1,1,Promising
3851,11,9,3084.05,4,3,4,Potential Loyalists
3852,110,14,3050.48,1,5,4,Cannot Lose Them
3853,1,12,3004.43,5,4,4,Champions
3854,4,10,2923.8,5,3,4,Potential Loyalists
3855,3,10,2842.77,5,3,4,Potential Loyalists
3856,12,11,2819.94,4,4,4,Loyal Customers
3857,53,12,3218.6,2,4,4,At Risk
3858,68,11,3046.49,1,4,4,At Risk
3859,130,6,1013.22,1,1,1,Hibernating
3860,22,11,3356.64,3,4,5,Loyal Customers
3861,10,9,2059.37,4,3,2,Potential Loyalists
3862,7,9,1959.63,4,3,2,Potential Loyalists
3863,1,6,1189.94,5,1,1,New Customers
3864,1,18,4886.02,5,5,5,Champions
3865,1,12,1930.0900000000001,5,4,2,Champions
3866,67,12,3672.92,1,4,5,At Risk
3867,13,6,1340.5900000000001,4,1,1,Promising
3868,45,7,1148.08,2,1,1,Hibernating
3869,18,10,3260.65,3,3,4,Need Attention
3870,20,10,2728.7,3,3,3,Need Attention
3871,33,7,1424.03,2,1,1,Hibernating
3872,9,8,2430.07,4,2,3,Potential Loyalists
3873,8,8,1985.06,4,2,2,Potential Loyalists
3874,27,9,2166.92,3,3,2,Need Attention
3875,48,12,3215.04,2,4,4,At Risk
3876,28,14,2406.0,3,5,3,Loyal Customers
3877,5,14,3741.04,5,5,5,Champions
3878,7,12,2882.75,4,4,4,Loyal Customers
3879,9,11,2444.66,4,4,3,Loyal Customers
3880,51,12,3674.15,2,4,5,At Risk
3881,5,9,1877.34,5,3,2,Potential Loyalists
3882,8,12,2494.66,4,4,3,Loyal Customers
3883,1,8,1988.94,5,2,2,Potential Loyalists
3884,14,6,1796.29,4,1,1,Promising
3885,25,11,2380.29,3,4,3,Loyal Customers
3886,23,11,3264.85,3,4,4,Loyal Customers
3887,5,9,2926.2200000000003,5,3,4,Potential Loyalists
3888,32,9,1604.9,2,3,1,At Risk
3889,21,13,3647.93,3,5,5,Loyal Customers
3890,3,9,2040.8600000000001,5,3,2,Potential Loyalists
3891,1,10,2453.33,5,3,3,Potential Loyalists
3892,2,16,3821.59,5,5,5,Champions
3893,30,13,3120.2799999999997,2,5,4,Cannot Lose Them
3894,46,7,1989.95,2,1,2,Hibernating
3895,20,13,3448.52,3,5,5,Loyal Customers
3896,10,12,3569.7200000000003,4,4,5,Loyal Customers
3897,10,12,3372.92,4,4,5,Loyal Customers
3898,111,9,2949.41,1,3,4,At Risk
3899,60,9,2351.56,2,3,3,At Risk
3900,24,14,3441.82,3,5,5,Loyal Customers
3901,19,11,2588.57,3,4,3,Loyal Customers
3902,73,7,1870.37,1,1,2,Hibernating
3903,45,8,2255.56,2,2,2,Hibernating
3904,1,8,2277.89,5,2,2,Potential Loyalists
3905,6,10,1978.17,4,3,2,Potential Loyalists
3906,73,9,3454.88,1,3,5,At Risk
3907,5,13,4214.96,5,5,5,Champions
3908,6,9,1999.25,4,3,2,Potential Loyalists
3909,55,6,1530.6,2,1,1,Hibernating
3910,2,19,4712.05,5,5,5,Champions
3911,3,9,1512.85,5,3,1,Potential Loyalists
3912,15,9,2021.6499999999999,3,3,2,Need Attention
3913,33,6,1820.57,2,1,2,Hibernating
3914,36,15,4156.56,2,5,5,Cannot Lose Them
3915,17,13,3149.8900000000003,3,5,4,Loyal Customers
3916,2,8,1744.71,5,2,1,Potential Loyalists
3917,25,6,1600.07,3,1,1,About to Sleep
3918,1,13,3030.1,5,5,4,Champions
3919,6,10,2504.7400000000002,4,3,3,Potential Loyalists
3920,33,9,1750.6,2,3,1,At Risk
3921,11,11,2376.15,4,4,3,Loyal Customers
3922,4,17,4876.07,5,5,5,Champions
3923,16,6,1571.06,3,1,1,About to Sleep
3924,35,17,4657.58,2,5,5,Cannot Lose Them
3925,37,12,3905.08,2,4,5,At Risk
3926,11,9,1796.13,4,3,1,Potential Loyalists
3927,31,10,2785.79,2,3,4,At Risk
3928,78,5,1361.78,1,1,1,Hibernating
3929,16,5,935.96,3,1,1,About to Sleep
3930,24,13,3859.18,3,5,5,Loyal Customers
3931,263,11,2911.16,1,4,4,At Risk
3932,11,13,3353.05,4,5,5,Loyal Customers
3933,46,9,1641.58,2,3,1,At Risk
3934,22,11,3558.11,3,4,5,Loyal Customers
3935,38,6,2115.07,2,1,2,Hibernating
3936,1,6,1473.08,5,1,1,New Customers
3937,72,7,1812.57,1,1,2,Hibernating
3938,4,10,2223.84,5,3,2,Potential Loyalists
3939,120,9,1847.68,1,3,2,At Risk
3940,6,10,2541.14,4,3,3,Potential Loyalists
3941,11,9,2036.96,4,3,2,Potential Loyalists
3942,16,10,2761.19,3,3,4,Need Attention
3943,41,18,4274.83,2,5,5,Cannot Lose Them
3944,6,7,2026.52,4,1,2,Promising
3945,42,9,2515.63,2,3,3,At Risk
3946,13,8,2146.04,4,2,2,Potential Loyalists
3947,15,12,3556.71,3,4,5,Loyal Customers
3948,102,12,3475.31,1,4,5,At Risk
3949,3,12,3457.6,5,4,5,Champions
3950,43,11,2975.67,2,4,4,At Risk
3951,91,9,2236.0,1,3,2,At Risk
3952,19,9,2199.16,3,3,2,Need Attention
3953,47,11,2264.94,2,4,2,At Risk
3954,110,6,2061.79,1,1,2,Hibernating
3955,27,16,5512.4800000000005,3,5,5,Loyal Customers
3956,14,10,2363.92,4,3,3,Potential Loyalists
3957,65,10,2357.31,1,3,3,At Risk
3958,290,5,1535.91,1,1,1,Hibernating
3959,2,8,2067.51,5,2,2,Potential Loyalists
3960,72,13,3033.87,1,5,4,Cannot Lose Them
3961,51,17,4291.62,2,5,5,Cannot Lose Them
3962,31,9,2021.24,2,3,2,At Risk
3963,8,10,1985.0900000000001,4,3,2,Potential Loyalists
3964,2,12,3672.5,5,4,5,Champions
3965,114,3,926.0899999999999,1,1,1,Hibernating
3966,26,8,2650.02,3,2,3,About to Sleep
3967,3,7,1754.97,5,1,1,New Customers
3968,12,10,2421.69,4,3,3,Potential Loyalists
3969,8,5,1472.53,4,1,1,Promising
3970,46,9,2580.87,2,3,3,At Risk
3971,52,6,1422.52,2,1,1,Hibernating
3972,29,11,2438.38,3,4,3,Loyal Customers
3973,1,7,2110.03,5,1,2,New Customers
3974,51,11,2839.63,2,4,4,At Risk
3975,60,8,2860.2799999999997,2,2,4,Hibernating
3976,95,12,2995.97,1,4,4,At Risk
3977,116,10,2801.9,1,3,4,At Risk
3978,26,3,448.43999999999994,3,1,1,About to Sleep
3979,70,13,3011.38,1,5,4,Cannot Lose Them
3980,61,9,2258.05,1,3,2,At Risk
3981,35,5,1294.31,2,1,1,Hibernating
3982,12,12,2780.7799999999997,4,4,4,Loyal Customers
3983,10,9,3217.19,4,3,4,Potential Loyalists
3984,113,7,2477.46,1,1,3,Hibernating
3985,35,12,3509.39,2,4,5,At Risk
3986,19,13,3311.26,3,5,4,Loyal Customers
3987,20,8,1851.57,3,2,2,About to Sleep
3988,12,7,1698.47,4,1,1,Promising
3989,16,13,2552.38,3,5,3,Loyal Customers
3990,186,7,1538.6399999999999,1,1,1,Hibernating
3991,41,9,1963.22,2,3,2,At Risk
3992,56,9,1642.51,2,3,1,At Risk
3993,94,4,611.7,1,1,1,Hibernating
3994,59,9,2526.58,2,3,3,At Risk
3995,70,12,3150.73,1,4,4,At Risk
3996,25,12,2955.64,3,4,4,Loyal Customers
3997,86,9,1379.3899999999999,1,3,1,At Risk
3998,7,15,4773.26,4,5,5,Loyal Customers
3999,1,17,4519.22,5,5,5,Champions
4000,2,11,3428.5299999999997,5,4,5,Champions
4001,22,11,3113.65,3,4,4,Loyal Customers
4002,20,14,3557.33,3,5,5,Loyal Customers
4003,44,7,2117.75,2,1,2,Hibernating
4004,5,10,3059.59,5,3,4,Potential Loyalists
4005,65,6,1953.26,1,1,2,Hibernating
4006,75,10,2259.96,1,3,2,At Risk
4007,97,6,1292.8,1,1,1,Hibernating
4008,21,16,3870.9,3,5,5,Loyal Customers
4009,12,9,2039.65,4,3,2,Potential Loyalists
4010,27,10,2762.33,3,3,4,Need Attention
4011,114,10,2753.12,1,3,3,At Risk
4012,40,7,2101.64,2,1,2,Hibernating
4013,100,9,2154.26,1,3,2,At Risk
4014,7,10,3399.94,4,3,5,Potential Loyalists
4015,3,15,3654.54,5,5,5,Champions
4016,16,12,4057.33,3,4,5,Loyal Customers
4017,47,9,1874.3,2,3,2,At Risk
4018,75,8,1629.0,1,2,1,Hibernating
4019,49,13,2281.69,2,5,2,Cannot Lose Them
4020,21,10,2928.46,3,3,4,Need Attention
4021,11,10,2679.65,4,3,3,Potential Loyalists
4022,33,9,2178.7,2,3,2,At Risk
4023,21,9,2531.78,3,3,3,Need Attention
4024,1,9,2340.45,5,3,3,Potential Loyalists
4025,12,6,1487.35,4,1,1,Promising
4026,101,8,2227.51,1,2,2,Hibernating
4027,54,9,2198.75,2,3,2,At Risk
4028,16,11,2655.85,3,4,3,Loyal Customers
4029,24,20,5092.36,3,5,5,Loyal Customers
4030,68,15,4267.84,1,5,5,Cannot Lose Them
4031,35,10,2607.6,2,3,3,At Risk
4032,5,16,4606.99,5,5,5,Champions
4033,29,11,2292.42,3,4,2,Loyal Customers
4034,104,6,1157.0,1,1,1,Hibernating
4035,5,8,1865.72,5,2,2,Potential Loyalists
4036,6,6,1459.9199999999998,4,1,1,Promising
4037,81,7,1843.5800000000002,1,1,2,Hibernating
4038,23,10,3019.35,3,3,4,Need Attention
4039,9,11,3270.26,4,4,4,Loyal Customers
4040,25,8,2510.96,3,2,3,About to Sleep
4041,132,7,1671.6599999999999,1,1,1,Hibernating
4042,28,8,2225.78,3,2,2,About to Sleep
4043,42,12,3151.1,2,4,4,At Risk
4044,12,3,653.55,4,1,1,Promising
4045,5,16,4315.9800000000005,5,5,5,Champions
4046,13,6,1168.5,4,1,1,Promising
4047,2,6,1100.85,5,1,1,New Customers
4048,26,10,1484.98,3,3,1,Need Attention
4049,35,15,4030.42,2,5,5,Cannot Lose Them
4050,32,6,1419.73,2,1,1,Hibernating
4051,12,12,2995.4700000000003,4,4,4,Loyal Customers
4052,5,10,2559.02,5,3,3,Potential Loyalists
4053,41,6,1952.81,2,1,2,Hibernating
4054,52,10,2292.23,2,3,2,At Risk
4055,51,7,1725.68,2,1,1,Hibernating
4056,149,9,2196.78,1,3,2,At Risk
